RUL,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure7,SensorMeasure8,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure15,SensorMeasure17,SensorMeasure20,SensorMeasure21
178,642.13,1587.33,1407.38,553.73,2388.15,47.34,521.87,2388.09,8.4468,391,38.77,23.2616
177,642.9,1592.25,1408.43,552.6,2388.07,47.49,521.57,2388.15,8.4216,393,38.84,23.3688
176,642.82,1593.27,1404.06,553.35,2388.1,47.49,521.26,2388.1,8.4595,391,38.95,23.3993
175,643.48,1594.35,1405.63,553.67,2388.11,47.62,521.4,2388.12,8.4319,393,38.83,23.228
174,642.27,1596.96,1412.44,553.26,2388.12,47.46,521.32,2388.11,8.4542,393,38.86,23.296
173,642.37,1594.92,1405.4,553.35,2388.12,47.41,521.45,2388.17,8.4547,392,38.81,23.2922
172,642.57,1587.17,1407.76,553.26,2388.12,47.53,521.63,2388.08,8.4569,392,38.9,23.323
171,642.57,1586.89,1410.08,553.29,2388.13,47.33,520.9,2388.1,8.4329,393,38.79,23.3617
170,642.37,1585.96,1405.02,554.15,2388.06,47.49,521.72,2388.11,8.3906,393,38.84,23.3559
169,642.98,1588.15,1409.31,553.54,2388.14,47.54,521.61,2388.13,8.4366,393,38.88,23.3428
168,643.0,1585.76,1405.81,553.07,2388.1,47.69,521.52,2388.13,8.4412,394,38.74,23.3329
167,642.59,1592.42,1415.56,553.35,2388.12,47.56,521.22,2388.14,8.4454,393,38.85,23.2917
166,642.71,1594.12,1400.38,553.49,2388.1,47.57,521.22,2388.1,8.43,393,38.82,23.3395
165,642.01,1586.67,1408.74,553.07,2388.1,47.38,521.29,2388.07,8.4361,394,38.83,23.2113
164,642.26,1592.61,1410.41,553.34,2388.12,47.5,521.81,2388.12,8.4718,394,38.91,23.1718
163,641.92,1594.19,1404.22,552.58,2388.1,47.46,521.26,2388.1,8.4553,394,38.67,23.3395
162,643.0,1595.6,1405.91,553.09,2388.11,47.43,521.49,2388.14,8.4684,393,38.99,23.3191
161,642.31,1586.18,1412.48,552.89,2388.13,47.68,522.08,2388.1,8.4241,393,38.78,23.2968
160,642.57,1588.53,1410.53,552.95,2388.14,47.64,520.9,2388.14,8.4563,394,38.87,23.2504
159,642.41,1591.03,1400.94,553.44,2388.1,47.64,520.91,2388.13,8.4468,393,39.02,23.326
158,642.37,1594.0,1409.15,553.81,2388.11,47.49,520.89,2388.2,8.4269,393,38.73,23.2435
157,642.79,1591.52,1412.96,553.29,2388.13,47.48,521.05,2388.1,8.4413,393,38.8,23.2195
156,642.94,1590.52,1404.03,553.46,2388.11,47.41,521.37,2388.09,8.4749,395,38.92,23.2926
155,642.36,1595.88,1415.52,553.72,2388.1,47.6,521.4,2388.09,8.4418,393,39.11,23.2651
154,642.25,1589.25,1412.42,553.88,2388.15,47.45,521.88,2388.18,8.4807,392,38.6,23.2946
153,642.92,1596.27,1412.96,553.16,2388.16,47.52,521.53,2388.13,8.4055,393,38.82,23.1924
152,642.69,1587.2,1407.79,553.67,2388.15,47.63,521.33,2388.12,8.4679,393,38.58,23.2039
151,642.24,1583.07,1411.29,553.19,2388.18,47.75,521.67,2388.1,8.5063,394,38.76,23.3354
150,642.25,1596.54,1409.59,553.63,2388.12,47.55,521.69,2388.11,8.4352,392,38.91,23.3398
149,642.83,1591.85,1417.72,553.94,2388.15,47.56,521.7,2388.1,8.4457,391,38.91,23.433
148,642.5,1593.24,1408.79,553.16,2388.11,47.48,521.01,2388.14,8.4584,393,38.88,23.2914
147,642.75,1594.93,1408.51,553.51,2388.11,47.52,521.58,2388.2,8.4532,393,38.78,23.1078
146,642.98,1591.32,1402.14,553.54,2388.16,47.63,521.04,2388.16,8.4247,394,39.03,23.2873
145,642.3,1591.88,1399.65,554.41,2388.11,47.42,521.48,2388.04,8.4286,391,38.66,23.1976
144,642.52,1590.53,1411.91,553.04,2388.1,47.77,521.26,2388.09,8.4151,392,38.8,23.2512
143,643.14,1593.91,1407.38,553.82,2388.15,47.6,520.91,2388.16,8.4577,395,38.71,23.2325
142,642.65,1579.04,1406.14,553.21,2388.16,47.56,520.81,2388.16,8.465,393,38.91,23.3583
141,642.44,1589.48,1412.9,553.84,2388.14,47.69,521.46,2388.06,8.3935,392,38.75,23.3611
140,642.64,1592.01,1405.8,553.39,2388.12,47.6,521.31,2388.1,8.4309,393,38.89,23.3464
139,642.71,1595.72,1405.8,552.55,2388.15,47.7,521.31,2388.12,8.4213,394,38.77,23.2961
138,643.28,1588.28,1408.26,552.84,2388.14,47.76,521.63,2388.12,8.4663,393,38.91,23.2862
137,642.49,1594.55,1407.24,553.21,2388.14,47.72,520.74,2388.11,8.4536,394,38.81,23.3352
136,642.58,1586.85,1415.08,552.95,2388.08,47.72,521.23,2388.13,8.456,393,38.64,23.2748
135,643.02,1591.5,1409.7,553.2,2388.09,47.57,521.15,2388.08,8.4653,394,38.86,23.3982
134,643.16,1597.66,1410.62,553.81,2388.12,47.43,521.57,2388.1,8.4344,392,38.94,23.3026
133,642.71,1592.49,1407.34,553.45,2388.12,47.47,521.7,2388.08,8.4545,394,38.94,23.37
132,642.67,1590.02,1418.2,552.73,2388.11,47.5,521.18,2388.06,8.447,395,38.77,23.3318
131,642.59,1594.75,1416.18,552.16,2388.14,47.65,521.54,2388.11,8.4303,394,38.78,23.3279
130,642.06,1590.42,1412.23,553.16,2388.16,47.63,521.5,2388.11,8.4116,395,38.8,23.272
129,643.21,1591.66,1409.26,553.59,2388.09,47.68,521.46,2388.09,8.4456,395,38.68,23.3865
128,642.56,1587.65,1407.49,553.51,2388.13,47.34,521.12,2388.1,8.4474,392,38.95,23.3009
127,642.31,1588.36,1410.64,553.55,2388.1,47.47,521.54,2388.14,8.4371,394,38.89,23.1608
126,642.86,1581.31,1407.42,553.7,2388.08,47.59,521.16,2388.12,8.448,392,38.73,23.3365
125,642.6,1587.36,1418.11,553.59,2388.12,47.88,521.15,2388.11,8.4395,393,38.77,23.2519
124,642.81,1590.36,1410.71,553.07,2388.14,47.69,521.2,2388.12,8.4384,393,38.76,23.2774
123,642.38,1587.63,1408.85,553.37,2388.12,47.45,521.24,2388.1,8.4443,393,38.93,23.2359
122,643.54,1582.14,1407.79,553.33,2388.12,47.56,521.29,2388.14,8.4349,394,38.83,23.3718
121,642.77,1597.12,1407.87,552.53,2388.12,47.47,521.21,2388.11,8.4556,394,38.55,23.3751
120,642.59,1589.06,1398.85,553.09,2388.12,47.69,520.44,2388.15,8.4204,393,38.75,23.2093
119,643.12,1593.62,1413.26,553.0,2388.17,47.6,520.8,2388.17,8.4238,392,38.65,23.203
118,643.25,1593.4,1416.45,553.41,2388.15,47.57,521.31,2388.12,8.4445,393,38.89,23.3191
117,642.67,1592.08,1407.74,552.76,2388.14,47.7,521.36,2388.16,8.4549,392,38.61,23.2614
116,642.81,1592.55,1408.59,553.76,2388.15,47.57,521.33,2388.1,8.4577,393,38.76,23.2419
115,642.48,1592.86,1412.31,553.05,2388.15,47.64,521.2,2388.1,8.4868,393,38.7,23.3668
114,642.72,1592.69,1413.44,552.91,2388.12,47.53,520.94,2388.17,8.4517,393,38.83,23.2039
113,642.78,1590.59,1405.01,553.35,2388.06,47.66,520.77,2388.15,8.4473,394,38.8,23.332
112,642.95,1586.11,1409.39,553.36,2388.15,47.91,521.02,2388.13,8.4335,395,38.86,23.346
111,642.57,1596.96,1415.76,553.65,2388.12,47.56,520.85,2388.14,8.4158,394,38.72,23.3114
110,642.31,1593.01,1412.16,552.8,2388.11,47.74,520.6,2388.17,8.4655,393,38.96,23.1812
109,642.8,1591.09,1413.31,553.05,2388.18,47.89,521.5,2388.13,8.4483,393,38.88,23.2478
108,643.3,1591.86,1410.6,552.84,2388.16,47.32,521.23,2388.1,8.4668,393,38.9,23.2498
107,642.87,1590.79,1407.79,553.04,2388.15,47.53,521.27,2388.11,8.4504,393,38.76,23.2178
106,642.7,1591.14,1410.51,553.26,2388.14,47.52,520.84,2388.13,8.4786,394,38.98,23.1878
105,643.38,1595.96,1415.93,552.83,2388.09,47.51,520.98,2388.15,8.4467,393,38.78,23.2631
104,641.8,1589.79,1411.88,553.64,2388.14,47.57,521.65,2388.14,8.4555,392,38.76,23.1816
103,641.83,1596.35,1414.59,552.64,2388.12,47.56,520.63,2388.13,8.459,394,38.86,23.2324
102,643.38,1586.86,1406.66,553.73,2388.14,47.6,521.17,2388.15,8.4384,393,38.84,23.2493
101,642.61,1588.91,1409.06,552.75,2388.1,47.47,521.06,2388.14,8.4455,394,38.75,23.2443
100,642.89,1586.45,1413.74,552.89,2388.17,47.66,521.3,2388.13,8.4534,393,38.68,23.2586
99,643.23,1593.21,1409.76,552.0,2388.18,47.68,521.36,2388.14,8.4363,393,38.76,23.3244
98,642.79,1589.74,1401.48,553.05,2388.15,47.71,521.1,2388.14,8.4461,394,38.8,23.1334
97,642.36,1592.78,1412.07,552.88,2388.12,47.71,521.5,2388.15,8.4508,394,38.64,23.2386
96,643.15,1591.32,1417.0,552.97,2388.15,47.65,520.76,2388.14,8.4543,393,38.73,23.2524
95,642.85,1585.78,1407.9,553.44,2388.08,47.83,520.88,2388.11,8.4655,393,38.73,23.2693
94,642.64,1599.91,1417.13,552.98,2388.14,47.66,521.07,2388.14,8.4542,394,38.73,23.3121
93,643.08,1593.6,1410.02,553.06,2388.16,47.87,520.79,2388.18,8.4398,394,38.76,23.3358
92,642.88,1594.06,1410.93,553.06,2388.09,47.63,520.68,2388.13,8.4522,394,38.67,23.2947
91,642.47,1595.02,1417.37,552.61,2388.19,47.71,521.17,2388.15,8.4655,393,38.88,23.2062
90,643.23,1590.11,1412.59,553.54,2388.08,47.78,520.95,2388.11,8.472,393,38.63,23.3322
89,642.67,1595.6,1406.64,553.37,2388.09,47.72,520.99,2388.15,8.4439,394,38.79,23.1428
88,642.92,1590.01,1419.4,553.33,2388.16,47.66,520.93,2388.15,8.4438,392,38.79,23.2056
87,642.39,1600.49,1411.59,553.17,2388.17,47.63,521.43,2388.18,8.4395,393,38.77,23.2957
86,643.18,1588.77,1415.77,552.78,2388.13,47.76,521.05,2388.21,8.4565,393,38.78,23.229
85,643.4,1594.35,1412.86,552.83,2388.17,47.67,521.31,2388.22,8.4618,393,38.79,23.2217
84,642.57,1595.55,1404.5,553.38,2388.17,47.64,520.63,2388.16,8.448,392,38.66,23.3534
83,642.93,1587.23,1409.22,553.31,2388.14,47.63,521.03,2388.17,8.462,392,38.75,23.1908
82,642.83,1591.49,1410.86,553.49,2388.06,47.6,521.18,2388.22,8.479,393,38.56,23.3528
81,642.54,1590.63,1414.98,553.05,2388.14,47.7,520.89,2388.22,8.4424,392,38.79,23.2753
80,643.09,1597.94,1412.81,553.5,2388.16,47.61,520.61,2388.15,8.4686,393,38.77,23.32
79,642.98,1587.01,1414.17,552.92,2388.16,47.73,520.41,2388.13,8.4555,396,38.67,23.2392
78,643.05,1585.52,1418.37,552.65,2388.2,47.74,521.07,2388.17,8.4791,394,38.62,23.1721
77,643.44,1593.34,1417.59,552.62,2388.2,47.69,520.83,2388.17,8.4721,395,38.58,23.1817
76,642.92,1589.07,1406.79,552.67,2388.12,47.7,521.31,2388.19,8.4648,393,38.67,23.1807
75,643.12,1595.07,1404.9,553.3,2388.13,47.67,520.75,2388.13,8.4346,395,38.8,23.1851
74,643.03,1591.58,1414.83,552.86,2388.16,47.74,520.95,2388.11,8.467,393,38.84,23.2181
73,643.08,1585.51,1422.7,552.63,2388.15,47.87,520.9,2388.09,8.4617,394,38.63,23.1657
72,642.96,1589.14,1410.09,552.9,2388.21,47.73,520.61,2388.12,8.4992,395,38.69,23.254
71,643.14,1597.68,1420.06,552.27,2388.23,47.85,520.54,2388.17,8.4498,395,38.85,23.2628
70,643.04,1597.59,1409.48,552.14,2388.14,47.6,521.31,2388.08,8.4624,396,38.67,23.2327
69,642.47,1594.46,1414.03,552.96,2388.16,47.73,521.23,2388.15,8.4483,395,38.58,23.2474
68,642.86,1594.47,1414.87,552.26,2388.23,47.75,520.9,2388.19,8.4631,395,38.59,23.1432
67,642.61,1591.33,1409.84,552.92,2388.16,47.82,521.01,2388.12,8.4651,394,38.64,23.1782
66,643.05,1595.93,1414.19,552.39,2388.22,47.64,520.63,2388.16,8.4754,395,38.65,23.2123
65,643.1,1600.23,1413.91,553.06,2388.14,47.75,521.34,2388.17,8.4498,394,38.81,23.2351
64,642.81,1585.03,1412.32,553.39,2388.21,47.76,520.76,2388.14,8.4567,395,38.66,23.2175
63,643.14,1591.83,1427.18,552.97,2388.13,47.75,521.05,2388.1,8.5261,394,38.84,23.1752
62,643.21,1592.54,1409.79,553.03,2388.16,47.8,520.52,2388.16,8.4875,393,38.71,23.1783
61,642.65,1594.84,1416.43,552.65,2388.15,47.73,520.6,2388.15,8.465,394,38.79,23.2704
60,643.17,1592.61,1413.11,551.96,2388.14,47.76,520.35,2388.21,8.4794,394,38.78,23.3216
59,642.83,1587.82,1418.34,552.64,2388.16,47.83,521.0,2388.23,8.4283,394,38.82,23.2632
58,642.98,1601.75,1407.12,552.35,2388.21,47.63,520.31,2388.16,8.4895,392,38.82,23.1542
57,642.67,1594.61,1419.68,553.04,2388.18,47.74,520.59,2388.19,8.494,396,38.83,23.2066
56,643.25,1598.99,1417.56,551.64,2388.17,47.7,520.1,2388.19,8.4809,395,38.56,23.172
55,643.05,1588.4,1418.81,552.39,2388.16,47.61,520.61,2388.2,8.4631,394,38.74,23.1329
54,643.21,1594.88,1414.96,552.73,2388.19,47.8,520.45,2388.17,8.4621,394,38.54,23.2717
53,643.13,1596.61,1421.11,552.63,2388.2,47.8,521.01,2388.22,8.4859,393,38.66,23.2268
52,643.02,1588.92,1417.37,552.96,2388.19,47.58,520.5,2388.18,8.5018,394,38.48,23.1817
51,642.98,1591.58,1414.0,552.42,2388.15,48.02,520.43,2388.21,8.4528,396,38.54,23.2539
50,643.16,1596.66,1423.69,552.36,2388.17,47.73,520.66,2388.21,8.5102,395,38.68,23.2148
49,642.9,1598.75,1412.0,552.83,2388.14,47.63,520.9,2388.16,8.488,394,38.7,23.255
48,643.12,1599.19,1420.94,552.48,2388.22,47.83,520.94,2388.21,8.5103,393,38.63,23.2353
47,643.29,1594.52,1410.46,552.29,2388.16,47.83,520.64,2388.18,8.5052,396,38.72,23.2382
46,643.39,1602.06,1417.9,552.77,2388.19,47.85,520.77,2388.18,8.4696,395,38.66,23.2266
45,643.04,1592.53,1421.2,552.51,2388.2,47.97,520.65,2388.16,8.4411,393,38.61,23.1047
44,642.81,1597.35,1421.77,551.89,2388.19,47.96,521.21,2388.22,8.5035,394,38.53,23.1895
43,642.99,1594.19,1420.25,553.2,2388.22,48.02,520.61,2388.2,8.5003,396,38.59,23.2048
42,643.42,1601.18,1425.95,552.56,2388.17,47.69,520.22,2388.13,8.4799,395,38.46,23.1264
41,643.11,1591.17,1423.65,551.68,2388.15,47.69,520.19,2388.19,8.4699,394,38.73,23.1842
40,643.21,1599.05,1417.72,552.12,2388.2,47.79,521.27,2388.17,8.4952,395,38.76,23.1824
39,643.16,1591.5,1413.65,552.41,2388.13,47.98,520.58,2388.19,8.4681,394,38.58,23.1242
38,643.12,1595.0,1419.89,552.34,2388.23,47.56,520.35,2388.18,8.507,397,38.6,23.1497
37,643.46,1594.78,1414.88,552.17,2388.2,47.87,519.78,2388.22,8.4619,393,38.71,23.0934
36,643.11,1595.92,1417.62,552.72,2388.18,47.94,520.01,2388.17,8.4948,395,38.62,23.1347
35,643.51,1591.72,1420.21,552.36,2388.23,47.88,520.52,2388.19,8.4951,394,38.49,23.1965
34,643.14,1602.66,1423.9,552.22,2388.23,47.85,521.11,2388.22,8.4986,395,38.51,23.1241
33,643.63,1599.51,1426.06,552.39,2388.22,48.01,520.7,2388.16,8.4958,394,38.51,23.1952
32,642.83,1599.41,1416.3,552.62,2388.23,47.89,520.19,2388.21,8.4653,397,38.67,23.096
31,643.43,1594.65,1408.28,552.31,2388.25,47.95,520.61,2388.21,8.4859,395,38.47,23.1614
30,642.9,1596.91,1425.27,552.06,2388.18,47.71,520.89,2388.21,8.5213,394,38.59,23.1665
29,643.27,1590.19,1424.68,551.65,2388.21,47.96,519.85,2388.18,8.4634,395,38.5,23.1048
28,643.71,1599.19,1425.89,552.18,2388.26,47.98,519.98,2388.24,8.5182,395,38.61,23.1289
27,643.4,1595.59,1415.11,552.34,2388.26,47.94,520.47,2388.15,8.476,394,38.49,23.1653
26,643.57,1595.96,1425.54,552.41,2388.2,47.92,520.02,2388.18,8.5046,395,38.66,23.1147
25,643.37,1599.18,1420.64,551.99,2388.24,48.04,520.47,2388.21,8.5151,394,38.49,23.1081
24,643.64,1597.71,1419.68,551.71,2388.18,47.9,519.94,2388.24,8.4706,394,38.44,23.0489
23,643.04,1600.11,1424.33,552.65,2388.25,48.07,519.63,2388.21,8.5259,396,38.7,23.0705
22,643.14,1604.62,1423.94,551.37,2388.24,47.86,520.08,2388.2,8.512,396,38.37,23.0974
21,643.24,1600.68,1421.56,551.73,2388.24,48.14,519.66,2388.28,8.5073,396,38.61,23.1232
20,643.81,1597.63,1416.46,552.48,2388.24,47.88,520.03,2388.22,8.4858,395,38.49,23.0805
19,642.86,1593.94,1420.41,551.57,2388.22,48.08,520.22,2388.24,8.5021,396,38.55,23.1136
18,643.66,1595.93,1430.34,551.3,2388.25,47.95,519.86,2388.29,8.4932,395,38.56,23.2554
17,643.3,1595.24,1421.35,552.59,2388.28,48.01,520.15,2388.22,8.5062,395,38.57,23.1319
16,643.7,1599.47,1423.71,551.54,2388.24,47.94,520.05,2388.24,8.4769,395,38.55,23.1784
15,643.72,1602.47,1421.4,551.68,2388.22,48.13,520.08,2388.25,8.5198,397,38.51,23.0643
14,643.98,1596.85,1420.14,552.03,2388.23,47.93,520.1,2388.26,8.5175,393,38.47,23.126
13,643.51,1601.93,1420.9,551.26,2388.27,48.06,520.43,2388.3,8.4916,395,38.39,23.0897
12,643.48,1599.38,1422.14,551.43,2388.26,48.21,520.15,2388.26,8.5011,398,38.59,23.0831
11,643.42,1601.28,1429.56,550.81,2388.23,48.04,520.04,2388.28,8.535,397,38.55,23.0614
10,643.93,1601.24,1424.86,551.74,2388.29,48.09,520.0,2388.21,8.465,395,38.55,23.1532
9,643.42,1597.56,1428.07,551.9,2388.26,48.21,519.6,2388.25,8.5041,395,38.56,23.105
8,643.58,1603.94,1427.6,551.9,2388.24,48.21,519.99,2388.26,8.512,397,38.3,23.0205
7,643.92,1603.83,1428.37,551.83,2388.3,48.02,519.95,2388.21,8.4963,396,38.56,23.0698
6,643.86,1599.62,1430.9,551.24,2388.23,48.33,519.82,2388.23,8.5066,397,38.39,23.1399
5,643.52,1605.57,1422.82,551.26,2388.29,48.12,520.01,2388.32,8.4898,395,38.37,23.1358
4,643.98,1600.8,1429.55,551.36,2388.28,48.2,519.38,2388.27,8.5321,396,38.53,23.0828
3,643.26,1599.16,1424.96,550.83,2388.25,48.1,519.99,2388.29,8.5279,397,38.29,23.1123
2,643.64,1606.72,1432.06,550.9,2388.28,48.07,519.44,2388.24,8.5155,396,38.52,23.1379
1,643.73,1603.22,1431.35,551.47,2388.23,48.19,520.08,2388.27,8.5202,395,38.53,23.0349
0,643.67,1598.61,1432.07,550.94,2388.27,48.24,519.41,2388.28,8.5253,396,38.5,23.0671
184,642.66,1588.3,1392.25,553.3,2388.17,47.44,521.76,2388.13,8.4377,393,38.66,23.2146
183,642.55,1590.37,1413.83,554.33,2388.08,47.62,521.62,2388.12,8.4602,393,38.83,23.3626
182,643.62,1586.74,1408.62,553.94,2388.12,47.46,521.51,2388.1,8.399,393,38.78,23.2833
181,643.04,1589.6,1412.19,553.18,2388.13,47.51,520.98,2388.09,8.4308,395,39.01,23.3077
180,642.1,1587.23,1408.13,552.94,2388.13,47.59,521.22,2388.09,8.4253,393,38.92,23.1403
179,642.17,1592.74,1410.83,553.13,2388.09,47.51,521.66,2388.07,8.467,395,38.8,23.387
178,642.44,1590.79,1409.0,552.91,2388.11,47.41,521.28,2388.1,8.4333,394,38.9,23.2716
177,642.24,1580.72,1408.6,553.27,2388.13,47.48,521.96,2388.07,8.4129,393,38.83,23.2389
176,642.27,1580.36,1414.7,553.21,2388.13,47.75,521.39,2388.13,8.4519,393,38.76,23.3685
175,643.42,1587.59,1416.48,553.88,2388.09,47.52,521.85,2388.13,8.4274,393,38.68,23.2907
174,642.99,1593.0,1409.51,553.91,2388.11,47.58,521.33,2388.1,8.4555,394,38.78,23.2839
173,643.02,1601.02,1412.01,553.02,2388.12,47.59,520.71,2388.1,8.4655,394,38.65,23.2453
172,642.91,1586.05,1408.53,552.13,2388.13,47.68,521.6,2388.06,8.4259,392,38.85,23.3184
171,642.58,1588.22,1416.61,553.06,2388.12,47.53,522.05,2388.13,8.409,392,38.8,23.3618
170,642.93,1595.52,1405.62,553.59,2388.1,47.6,521.51,2388.1,8.4467,392,38.98,23.2601
169,641.93,1590.07,1411.21,553.45,2388.12,47.52,521.12,2388.14,8.441,394,38.8,23.2677
168,642.38,1588.24,1403.27,553.65,2388.07,47.58,521.9,2388.08,8.4585,393,38.79,23.2894
167,642.37,1584.99,1410.61,553.29,2388.18,47.72,520.82,2388.08,8.4245,394,38.84,23.3161
166,642.65,1588.34,1406.36,553.56,2388.09,47.71,521.49,2388.08,8.4314,391,39.01,23.2337
165,642.58,1588.29,1404.34,553.69,2388.14,47.5,521.15,2388.08,8.4597,393,38.75,23.2536
164,642.81,1592.16,1416.05,553.74,2388.21,47.43,520.79,2388.07,8.4216,394,38.76,23.3359
163,642.98,1595.58,1411.86,553.16,2388.09,47.63,522.13,2388.12,8.4601,393,39.05,23.2644
162,642.71,1579.8,1410.17,553.28,2388.1,47.6,521.16,2388.11,8.4144,394,38.93,23.2766
161,642.96,1593.27,1409.32,553.07,2388.11,47.68,521.12,2388.08,8.4307,394,38.94,23.3565
160,643.14,1597.04,1408.55,553.63,2388.1,47.5,521.76,2388.12,8.4601,393,38.85,23.3419
159,642.93,1593.45,1407.11,553.45,2388.1,47.47,521.48,2388.17,8.4572,394,38.82,23.2487
158,642.81,1593.3,1401.96,553.28,2388.11,47.68,521.28,2388.07,8.4631,395,38.81,23.2838
157,642.6,1584.15,1407.58,553.64,2388.08,47.53,521.37,2388.08,8.3979,394,38.79,23.2776
156,642.96,1584.54,1416.0,552.87,2388.08,47.35,521.55,2388.14,8.4288,392,38.98,23.2935
155,642.82,1592.69,1408.16,553.57,2388.11,47.71,521.36,2388.11,8.4217,392,38.69,23.394
154,643.11,1592.38,1403.18,553.17,2388.11,47.56,522.1,2388.15,8.4462,393,38.85,23.321
153,642.66,1589.59,1405.0,553.82,2388.08,47.3,521.91,2388.14,8.4081,392,38.76,23.2931
152,642.72,1591.63,1412.88,554.13,2388.1,47.62,521.62,2388.09,8.4606,392,38.62,23.1953
151,642.76,1593.83,1414.18,553.41,2388.1,47.62,521.49,2388.05,8.4514,393,38.92,23.3678
150,642.56,1588.19,1415.91,553.06,2388.14,47.63,520.97,2388.06,8.4187,394,38.84,23.191
149,642.8,1587.58,1412.64,553.23,2388.15,47.66,521.45,2388.12,8.4518,392,38.91,23.2912
148,642.85,1585.26,1415.51,553.17,2388.1,47.6,521.34,2388.13,8.4229,392,38.73,23.2421
147,642.46,1583.13,1406.84,553.45,2388.13,47.51,521.81,2388.02,8.4504,393,38.88,23.319
146,642.79,1581.22,1406.37,554.09,2388.09,47.52,521.43,2388.08,8.4465,393,38.82,23.3046
145,642.06,1583.56,1409.31,553.61,2388.09,47.48,521.55,2388.1,8.4333,395,38.7,23.1905
144,642.43,1592.54,1401.49,554.12,2388.12,47.64,521.11,2388.1,8.4701,393,38.85,23.2436
143,643.44,1587.71,1408.84,553.18,2388.1,47.59,521.61,2388.11,8.4211,393,38.84,23.2439
142,642.46,1582.82,1413.67,552.94,2388.12,47.73,521.46,2388.04,8.4385,393,38.88,23.298
141,642.95,1587.97,1408.29,553.37,2388.09,47.47,521.73,2388.16,8.425,395,38.62,23.2653
140,642.68,1591.31,1411.79,552.86,2388.08,47.37,521.34,2388.07,8.4331,394,38.7,23.2211
139,642.87,1590.05,1408.45,553.39,2388.09,47.59,521.39,2388.1,8.4216,393,38.63,23.3665
138,642.53,1586.42,1408.0,554.29,2388.14,47.49,521.72,2388.18,8.4219,393,38.82,23.3231
137,642.71,1583.68,1406.56,553.9,2388.13,47.52,521.39,2388.12,8.4648,392,38.88,23.2074
136,643.36,1588.18,1412.39,553.37,2388.06,47.34,521.58,2388.12,8.4587,392,38.64,23.2376
135,642.58,1593.51,1406.64,553.47,2388.09,47.5,521.37,2388.11,8.456,395,38.89,23.3301
134,643.43,1593.97,1403.61,553.24,2388.12,47.51,521.72,2388.13,8.4217,394,38.86,23.336
133,642.39,1589.67,1406.97,553.2,2388.15,47.76,521.48,2388.11,8.444,395,38.78,23.2335
132,642.54,1589.1,1407.65,552.67,2388.16,47.62,521.37,2388.11,8.4387,393,38.73,23.3949
131,643.21,1595.43,1413.28,552.93,2388.1,47.39,521.57,2388.06,8.4364,393,38.81,23.3826
130,642.19,1590.14,1408.26,553.58,2388.1,47.44,521.35,2388.08,8.4788,394,38.76,23.3977
129,642.8,1588.49,1411.06,553.29,2388.08,47.59,521.25,2388.14,8.4451,394,38.87,23.3121
128,642.67,1589.66,1410.16,553.67,2388.08,47.65,521.43,2388.14,8.4396,393,38.85,23.3452
127,642.66,1593.6,1410.83,553.2,2388.16,47.72,521.11,2388.1,8.4211,392,38.86,23.3301
126,642.18,1590.13,1406.32,553.33,2388.06,47.41,521.28,2388.14,8.4571,393,38.86,23.2861
125,642.44,1579.75,1411.16,553.68,2388.12,47.49,521.8,2388.14,8.4532,394,38.89,23.237
124,642.58,1589.27,1411.92,553.85,2388.14,47.58,521.0,2388.12,8.4531,393,38.69,23.288
123,642.82,1587.98,1413.99,553.2,2388.16,47.61,521.85,2388.08,8.4692,393,38.77,23.2208
122,642.55,1589.93,1400.48,553.27,2388.1,47.61,520.92,2388.1,8.436,394,38.88,23.4023
121,642.59,1593.67,1414.14,553.62,2388.17,47.4,521.37,2388.15,8.4602,392,38.85,23.2629
120,643.03,1587.75,1411.0,553.54,2388.09,47.56,521.69,2388.13,8.4243,392,38.62,23.3769
119,642.85,1594.71,1404.12,553.77,2388.1,47.5,521.2,2388.04,8.4944,391,38.81,23.3268
118,642.84,1594.05,1407.89,553.75,2388.13,47.5,521.14,2388.09,8.4648,393,38.77,23.2953
117,642.83,1588.48,1415.33,553.41,2388.09,47.63,521.01,2388.04,8.4509,393,38.75,23.2943
116,642.36,1591.77,1411.79,552.92,2388.07,47.72,520.91,2388.13,8.4338,394,38.85,23.3112
115,642.45,1594.06,1410.72,553.05,2388.09,47.56,521.46,2388.09,8.4743,394,38.95,23.2617
114,642.32,1593.2,1406.88,553.29,2388.15,47.55,521.87,2388.15,8.4209,393,38.9,23.2054
113,642.57,1593.52,1407.98,553.87,2388.13,47.53,520.54,2388.11,8.4147,395,38.93,23.2035
112,642.86,1590.87,1415.69,553.1,2388.06,47.53,521.59,2388.13,8.4553,394,38.94,23.3709
111,643.48,1601.68,1406.05,553.41,2388.15,47.63,521.31,2388.17,8.48,393,38.86,23.3327
110,643.6,1589.46,1408.42,553.21,2388.07,47.7,521.24,2388.11,8.4374,393,38.74,23.3284
109,642.85,1592.64,1409.51,552.92,2388.12,47.42,521.28,2388.19,8.4292,393,38.66,23.2669
108,642.87,1592.87,1410.28,553.68,2388.14,47.61,522.0,2388.11,8.4445,393,38.88,23.2837
107,642.76,1591.6,1401.32,553.71,2388.11,47.56,521.62,2388.14,8.4567,393,38.91,23.2845
106,642.63,1585.78,1404.45,553.57,2388.09,47.49,521.16,2388.08,8.4193,392,38.68,23.3059
